student_id,test_id,game_type,mistake_type,weakness_type,operation,skill_subtype,question_type,format,num_digits,complexity_level,comparison_type,order_direction,sequence_length,difficulty_zone,count,examples,expected,given,operations_expected,operations_used
stu_1780967494580_4312,test_1780996897356_kspg977,find_previous_next_number,RangeUncertainty,,,,,,,,,,,90–99,1,[96],,,,
stu_1780967494580_4312,test_1780996897356_kspg977,vertical_operations,ComputationError,WrongAnswer,Addition,AdditionWithCarry,,Vertical,2.0,easy,,,,,1,,,,,
stu_1780967494580_4312,test_1780996897356_kspg977,vertical_operations,ComputationError,WrongAnswer,Subtraction,SubtractionWithBorrow,,Vertical,2.0,easy,,,,,1,,,,,
stu_1780967494580_4312,test_1780996897356_kspg977,vertical_operations,ComputationError,WrongAnswer,Subtraction,SimpleSubtraction,,Vertical,1.0,very-easy,,,,,2,,,,,
stu_1780967494580_4312,test_1780996897356_kspg977,vertical_operations,ComputationError,WrongAnswer,Addition,AdditionWithCarry,,Vertical,1.0,easy,,,,,1,,,,,
stu_1780967494580_4312,test_1780996897356_kspg977,what_number_do_you_hear,DigitLengthMistake,,,,NumberRecognitionByAudio,,,,,,,,1,[88],,,,
stu_1780967494580_4312,test_1780996897356_kspg977,what_number_do_you_hear,DigitLengthMistake,,,,NumberRecognitionByAudio,,,,,,,,1,[5],,,,
stu_1780967494580_4312,test_1780996897356_kspg977,what_number_do_you_hear,DigitLengthMistake,,,,NumberRecognitionByAudio,,,,,,,,1,[0],,,,
stu_1780967494580_4312,test_1781051031467_d8q3s6i,choose_answer,MisidentifiedOperation,WrongAnswer,,,OneStepProblem,Horizontal,2.0,easy,,,,,1,,,,"[""Subtraction""]","[""Addition""]"
stu_1780967494580_4312,test_1781051031467_d8q3s6i,find_previous_next_number,RangeUncertainty,,,,,,,,,,,290–299,1,[292],,,,
stu_1780967494580_4312,test_1781051031467_d8q3s6i,vertical_operations,ComputationError,WrongAnswer,Subtraction,SubtractionWithBorrow,,Vertical,2.0,very-easy,,,,,1,,,,,
stu_1780967494580_4312,test_1781051031467_d8q3s6i,vertical_operations,ComputationError,WrongAnswer,Addition,AdditionWithCarry,,Vertical,2.0,medium,,,,,1,,,,,
stu_1780967494580_4312,test_1781093235410_7hlnif4,read_number_aloud,WrongAnswer,WrongAnswer,,reading_numbers_ar,ReadingNumbersAloud,Audio,,,,,,,4,,,,,
stu_1780967494580_4312,test_1781093235410_7hlnif4,read_number_aloud,WrongAnswer,WrongAnswer,,two_digit_number_names_ar,ReadingNumbersAloud,Audio,,,,,,,3,,,,,
stu_1780967494580_4312,test_1781093235410_7hlnif4,vertical_operations,ComputationError,WrongAnswer,Subtraction,SubtractionWithBorrow,,Vertical,2.0,easy,,,,,1,,,,,
stu_1780967494776_5259,test_1780996897356_kspg977,find_previous_next_number,RangeUncertainty,,,,,,,,,,,520–529,1,[524],,,,
stu_1780967494776_5259,test_1780996897356_kspg977,find_previous_next_number,RangeUncertainty,,,,,,,,,,,590–599,1,[595],,,,
stu_1780967494776_5259,test_1780996897356_kspg977,find_previous_next_number,RangeUncertainty,,,,,,,,,,,240–249,1,[247],,,,
stu_1780967494776_5259,test_1780996897356_kspg977,find_previous_next_number,RangeUncertainty,,,,,,,,,,,920–929,1,[923],,,,
stu_1780967494776_5259,test_1780996897356_kspg977,vertical_operations,ComputationError,WrongAnswer,Addition,SimpleAddition,,Vertical,2.0,easy,,,,,1,,,,,
stu_1780967494776_5259,test_1781051031467_d8q3s6i,choose_answer,ComputationError,WrongAnswer,,,OneStepProblem,Horizontal,2.0,easy,,,,,1,,,,"[""Subtraction""]","[""Subtraction""]"
stu_1780967494776_5259,test_1781051031467_d8q3s6i,find_previous_next_number,RangeUncertainty,,,,,,,,,,,920–929,1,[923],,,,
stu_1780967494776_5259,test_1781051031467_d8q3s6i,find_previous_next_number,RangeUncertainty,,,,,,,,,,,40–49,1,[42],,,,
stu_1780967494776_5259,test_1781051031467_d8q3s6i,order_numbers,ReversedDescending,WrongAnswer,,,Ordering,Visual,3.0,hard,,asc,3.0,,2,,,,,
stu_1780967494776_5259,test_1781051031467_d8q3s6i,order_numbers,ReversedDescending,WrongAnswer,,,Ordering,Visual,3.0,hard,,asc,5.0,,1,,,,,
stu_1780967494776_5259,test_1781051031467_d8q3s6i,order_numbers,ReversedAscending,WrongAnswer,,,Ordering,Visual,3.0,hard,,desc,3.0,,2,,,,,
stu_1780967494776_5259,test_1781051031467_d8q3s6i,order_numbers,ReversedAscending,WrongAnswer,,,Ordering,Visual,3.0,hard,,desc,3.0,,1,,,,,
stu_1780967494776_5259,test_1781051031467_d8q3s6i,vertical_operations,ComputationError,WrongAnswer,Addition,AdditionWithCarry,,Vertical,2.0,medium,,,,,1,,,,,
stu_1780967494776_5259,test_1781089532764_fckxbu0,find_previous_next_number,RangeUncertainty,,,,,,,,,,,890–899,1,[897],,,,
stu_1780967494776_5259,test_1781089532764_fckxbu0,find_previous_next_number,RangeUncertainty,,,,,,,,,,,790–799,1,[790],,,,
stu_1780967494776_5259,test_1781089532764_fckxbu0,vertical_operations,ComputationError,WrongAnswer,Addition,AdditionWithCarry,,Vertical,2.0,easy,,,,,1,,,,,
stu_1780967494776_5259,test_1781091763213_4cfhvjq,find_previous_next_number,RangeUncertainty,,,,,,,,,,,690–699,1,[695],,,,
stu_1780967494776_5259,test_1781091763213_4cfhvjq,order_numbers,ReversedDescending,WrongAnswer,,,Ordering,Visual,3.0,hard,,asc,4.0,,1,,,,,
stu_1780967494776_5259,test_1781091763213_4cfhvjq,order_numbers,MultipleMisplacements,WrongAnswer,,,Ordering,Visual,3.0,hard,,asc,4.0,,1,,,,,
stu_1780967494776_5259,test_1781091763213_4cfhvjq,vertical_operations,ComputationError,WrongAnswer,Addition,AdditionWithCarry,,Vertical,2.0,easy,,,,,1,,,,,
stu_1780967494776_5259,test_1781093235410_7hlnif4,read_number_aloud,WrongAnswer,WrongAnswer,,reading_numbers_ar,ReadingNumbersAloud,Audio,,,,,,,5,,,,,
stu_1780967494776_5259,test_1781093235410_7hlnif4,read_number_aloud,WrongAnswer,WrongAnswer,,two_digit_number_names_ar,ReadingNumbersAloud,Audio,,,,,,,2,,,,,
stu_1780967494776_5259,test_1781093235410_7hlnif4,vertical_operations,ComputationError,WrongAnswer,Addition,AdditionWithCarry,,Vertical,2.0,easy,,,,,1,,,,,
stu_1780967494964_3113,test_1780996897356_kspg977,find_previous_next_number,RangeUncertainty,,,,,,,,,,,750–759,1,[755],,,,
stu_1780967494964_3113,test_1780996897356_kspg977,find_previous_next_number,RangeUncertainty,,,,,,,,,,,840–849,1,[840],,,,
stu_1780967494964_3113,test_1780996897356_kspg977,find_previous_next_number,RangeUncertainty,,,,,,,,,,,240–249,1,[240],,,,
stu_1780967494964_3113,test_1780996897356_kspg977,find_previous_next_number,RangeUncertainty,,,,,,,,,,,870–879,1,[876],,,,
stu_1780967494964_3113,test_1780996897356_kspg977,what_number_do_you_hear,DigitLengthMistake,,,,NumberRecognitionByAudio,,,,,,,,1,[0],,,,
stu_1780967494964_3113,test_1781051031467_d8q3s6i,find_previous_next_number,RangeUncertainty,,,,,,,,,,,880–889,1,[887],,,,
stu_1780967494964_3113,test_1781051031467_d8q3s6i,find_previous_next_number,RangeUncertainty,,,,,,,,,,,310–319,1,[314],,,,
stu_1780967494964_3113,test_1781089532764_fckxbu0,find_previous_next_number,RangeUncertainty,,,,,,,,,,,770–779,1,[774],,,,
stu_1780967494964_3113,test_1781089532764_fckxbu0,find_previous_next_number,RangeUncertainty,,,,,,,,,,,510–519,1,[518],,,,
stu_1780967494964_3113,test_1781091763213_4cfhvjq,decompose_number,IncorrectValues,WrongAnswer,,,Decomposition,Visual,3.0,medium,,,,,1,,,,,
stu_1780967494964_3113,test_1781091763213_4cfhvjq,find_previous_next_number,RangeUncertainty,,,,,,,,,,,430–439,1,[434],,,,
stu_1780967494964_3113,test_1781091763213_4cfhvjq,find_previous_next_number,RangeUncertainty,,,,,,,,,,,240–249,1,[245],,,,
stu_1780967494964_3113,test_1781093235410_7hlnif4,read_number_aloud,WrongAnswer,WrongAnswer,,reading_numbers_ar,ReadingNumbersAloud,Audio,,,,,,,3,,,,,
stu_1780967494964_3113,test_1781093235410_7hlnif4,read_number_aloud,WrongAnswer,WrongAnswer,,two_digit_number_names_ar,ReadingNumbersAloud,Audio,,,,,,,2,,,,,
stu_1780967494964_3113,test_1781094588909_etc7w2i,find_previous_next_number,RangeUncertainty,,,,,,,,,,,860–869,1,[865],,,,
stu_1780967494964_3113,test_1781094588909_etc7w2i,find_previous_next_number,RangeUncertainty,,,,,,,,,,,810–819,1,[814],,,,
stu_1780967760765_5855,test_1781051031467_d8q3s6i,choose_answer,ComputationError,WrongAnswer,,,OneStepProblem,Horizontal,2.0,easy,,,,,1,,,,"[""Subtraction""]","[""Subtraction""]"
stu_1780967760765_5855,test_1781051031467_d8q3s6i,find_previous_next_number,MissingNext,,,,NextNumber,,,,,,,,4,"[329, 329, 329, 329]",,,,
stu_1780967760765_5855,test_1781051031467_d8q3s6i,find_previous_next_number,TensTransitionMistake,,,,,,,,,,,,4,"[329, 329, 329, 329]",,,,
stu_1780967760765_5855,test_1781051031467_d8q3s6i,find_previous_next_number,RangeUncertainty,,,,,,,,,,,690–699,1,[694],,,,
stu_1780967760765_5855,test_1781051031467_d8q3s6i,find_previous_next_number,AboveThresholdWeakness,,,,,,,,,,,,4,"[329, 329, 329, 329]",,,,
stu_1780967760765_5855,test_1781051031467_d8q3s6i,vertical_operations,ComputationError,WrongAnswer,Subtraction,SubtractionWithBorrow,,Vertical,2.0,very-easy,,,,,1,,,,,
stu_1780967760765_5855,test_1781051031467_d8q3s6i,vertical_operations,ComputationError,WrongAnswer,Addition,AdditionWithCarry,,Vertical,2.0,easy,,,,,1,,,,,
stu_1780967760765_5855,test_1781051031467_d8q3s6i,write_number_in_letters,RepeatedWritingMistake,,,,NumberToWord,,3.0,,,,,,3,,"[""\u0645\u0626\u062a\u0627\u0646"", ""\u0648"", ""\u0633\u062a\u0629"", ""\u0648"", ""\u062e\u0645\u0633\u0648\u0646""]",,,
stu_1780967760954_1871,test_1781051031467_d8q3s6i,find_previous_next_number,RangeUncertainty,,,,,,,,,,,110–119,1,[115],,,,
stu_1780967760954_1871,test_1781051031467_d8q3s6i,find_previous_next_number,RangeUncertainty,,,,,,,,,,,450–459,1,[451],,,,
stu_1780967760954_1871,test_1781051031467_d8q3s6i,vertical_operations,ComputationError,WrongAnswer,Subtraction,SimpleSubtraction,,Vertical,2.0,easy,,,,,1,,,,,
stu_1780967760954_1871,test_1781093235410_7hlnif4,read_number_aloud,WrongAnswer,WrongAnswer,,reading_numbers_ar,ReadingNumbersAloud,Audio,,,,,,,5,,,,,
stu_1780967760954_1871,test_1781093235410_7hlnif4,read_number_aloud,WrongAnswer,WrongAnswer,,two_digit_number_names_ar,ReadingNumbersAloud,Audio,,,,,,,1,,,,,
stu_1780967760954_1871,test_1781094588909_etc7w2i,find_previous_next_number,RangeUncertainty,,,,,,,,,,,400–409,1,[407],,,,
stu_1780967760954_1871,test_1781094588909_etc7w2i,find_previous_next_number,RangeUncertainty,,,,,,,,,,,370–379,1,[373],,,,
stu_1780967760954_1871,test_1781094588909_etc7w2i,find_previous_next_number,RangeUncertainty,,,,,,,,,,,60–69,1,[69],,,,
stu_1780967760954_1871,test_1781094588909_etc7w2i,find_previous_next_number,RangeUncertainty,,,,,,,,,,,70–79,1,[77],,,,
stu_1780967760954_1871,test_1781094588909_etc7w2i,vertical_operations,ComputationError,WrongAnswer,Subtraction,SimpleSubtraction,,Vertical,2.0,easy,,,,,2,,,,,
stu_1780967761139_4648,test_1780996897356_kspg977,choose_answer,ComputationError,WrongAnswer,,,OneStepProblem,Horizontal,2.0,medium,,,,,1,,,,"[""Subtraction""]","[""Subtraction""]"
stu_1780967761139_4648,test_1780996897356_kspg977,find_previous_next_number,RangeUncertainty,,,,,,,,,,,410–419,1,[416],,,,
stu_1780967761139_4648,test_1780996897356_kspg977,find_previous_next_number,RangeUncertainty,,,,,,,,,,,730–739,1,[736],,,,
stu_1780967761139_4648,test_1780996897356_kspg977,find_previous_next_number,RangeUncertainty,,,,,,,,,,,560–569,1,[563],,,,
stu_1780967761139_4648,test_1780996897356_kspg977,find_previous_next_number,RangeUncertainty,,,,,,,,,,,80–89,1,[84],,,,
stu_1780967761139_4648,test_1780996897356_kspg977,order_numbers,ReversedAscending,WrongAnswer,,,Ordering,Visual,3.0,hard,,desc,2.0,,2,,,,,
stu_1780967761139_4648,test_1780996897356_kspg977,order_numbers,ReversedAscending,WrongAnswer,,,Ordering,Visual,3.0,hard,,desc,3.0,,2,,,,,
stu_1780967761139_4648,test_1780996897356_kspg977,order_numbers,ReversedAscending,WrongAnswer,,,Ordering,Visual,3.0,hard,,desc,3.0,,2,,,,,
stu_1780967761139_4648,test_1780996897356_kspg977,order_numbers,ReversedAscending,WrongAnswer,,,Ordering,Visual,3.0,hard,,desc,3.0,,2,,,,,
stu_1780967761139_4648,test_1780996897356_kspg977,order_numbers,ReversedAscending,WrongAnswer,,,Ordering,Visual,3.0,hard,,desc,3.0,,2,,,,,
stu_1780967761139_4648,test_1780996897356_kspg977,order_numbers,ReversedAscending,WrongAnswer,,,Ordering,Visual,3.0,hard,,desc,3.0,,2,,,,,
stu_1780967761139_4648,test_1780996897356_kspg977,order_numbers,ReversedAscending,WrongAnswer,,,Ordering,Visual,3.0,hard,,desc,3.0,,2,,,,,
stu_1780967761139_4648,test_1780996897356_kspg977,order_numbers,ReversedAscending,WrongAnswer,,,Ordering,Visual,3.0,hard,,desc,3.0,,2,,,,,
stu_1780967761139_4648,test_1781051031467_d8q3s6i,choose_answer,ComputationError,WrongAnswer,,,OneStepProblem,Horizontal,2.0,easy,,,,,1,,,,"[""Subtraction""]","[""Subtraction""]"
stu_1780967761139_4648,test_1781051031467_d8q3s6i,choose_answer,MisidentifiedOperation,WrongAnswer,,,OneStepProblem,Horizontal,2.0,easy,,,,,1,,,,"[""Addition""]","[""Subtraction""]"
stu_1780967761139_4648,test_1781051031467_d8q3s6i,choose_answer,MisidentifiedOperation,WrongAnswer,,,OneStepProblem,Horizontal,1.0,very-easy,,,,,1,,,,"[""Addition""]","[""Subtraction""]"
stu_1780967761139_4648,test_1781051031467_d8q3s6i,find_previous_next_number,RangeUncertainty,,,,,,,,,,,890–899,1,[890],,,,
stu_1780967761139_4648,test_1781051031467_d8q3s6i,find_previous_next_number,RangeUncertainty,,,,,,,,,,,790–799,1,[792],,,,
stu_1780967761139_4648,test_1781051031467_d8q3s6i,order_numbers,ReversedAscending,WrongAnswer,,,Ordering,Visual,3.0,hard,,desc,3.0,,1,,,,,
stu_1780967761139_4648,test_1781051031467_d8q3s6i,order_numbers,ReversedAscending,WrongAnswer,,,Ordering,Visual,3.0,hard,,desc,2.0,,1,,,,,
stu_1780967761139_4648,test_1781051031467_d8q3s6i,order_numbers,MultipleMisplacements,WrongAnswer,,,Ordering,Visual,3.0,hard,,desc,3.0,,1,,,,,
stu_1780967761139_4648,test_1781093235410_7hlnif4,read_number_aloud,WrongAnswer,WrongAnswer,,reading_numbers_ar,ReadingNumbersAloud,Audio,,,,,,,4,,,,,
stu_1780967761139_4648,test_1781093235410_7hlnif4,read_number_aloud,WrongAnswer,WrongAnswer,,two_digit_number_names_ar,ReadingNumbersAloud,Audio,,,,,,,2,,,,,
stu_1780967761139_4648,test_1781093235410_7hlnif4,read_number_aloud,WrongAnswer,WrongAnswer,,pronunciation_or_parser_minor_ar,ReadingNumbersAloud,Audio,,,,,,,2,,,,,
stu_1780967877464_7804,test_1781051031467_d8q3s6i,compare_numbers,ReversedSign,WrongAnswer,,,Comparison,Horizontal,3.0,medium,Greater,,,,1,,,,,
stu_1780967877464_7804,test_1781051031467_d8q3s6i,find_previous_next_number,RangeUncertainty,,,,,,,,,,,800–809,1,[804],,,,
stu_1780967877464_7804,test_1781051031467_d8q3s6i,find_previous_next_number,RangeUncertainty,,,,,,,,,,,200–209,1,[201],,,,
