student_id,assessment_id,assessment_status,fuzzy_status,axis,mastery_score,fuzzy_state,evidence_count,fuzzy_score,fuzzy_coverage,membership_low,membership_medium,membership_high
stu_1780967494964_3113,test_1780996897356_kspg977,completed_original,full_assessment,audio_recognition,5.65,proficient,42,88,1,0,0,0.76
stu_1780967494964_3113,test_1781051031467_d8q3s6i,completed_original,full_assessment,arithmetic_fluency,1,emerging,27,100,1,0,0,0
stu_1780967494964_3113,test_1781051031467_d8q3s6i,completed_original,full_assessment,number_sense,1,emerging,27,100,1,0,0,0
stu_1780967494964_3113,test_1781051031467_d8q3s6i,completed_original,full_assessment,sequential_thinking,1,emerging,27,100,1,0,0,0
stu_1780967494964_3113,test_1781051031467_d8q3s6i,completed_original,full_assessment,comparison_skill,1,emerging,27,100,1,0,0,0
stu_1780967494964_3113,test_1781051031467_d8q3s6i,completed_original,full_assessment,visual_matching,1,emerging,27,100,1,0,0,0
stu_1780967494964_3113,test_1781051031467_d8q3s6i,completed_original,full_assessment,audio_recognition,1,emerging,27,50,0,0,1,0
stu_1780967494964_3113,test_1781089532764_fckxbu0,completed_original,full_assessment,arithmetic_fluency,5.61,proficient,28,96,1,0,0,0.9033232628398792
stu_1780967494964_3113,test_1781089532764_fckxbu0,completed_original,full_assessment,number_sense,5.61,proficient,28,99,1,0,0,0.9793103448275862
stu_1780967494964_3113,test_1781089532764_fckxbu0,completed_original,full_assessment,sequential_thinking,5.61,proficient,28,99,1,0,0,0.9781818181818182
stu_1780967494964_3113,test_1781089532764_fckxbu0,completed_original,full_assessment,comparison_skill,5.61,proficient,28,100,1,0,0,0
stu_1780967494964_3113,test_1781089532764_fckxbu0,completed_original,full_assessment,visual_matching,5.61,proficient,28,78,1,0,0,0.45
stu_1780967494964_3113,test_1781089532764_fckxbu0,completed_original,full_assessment,audio_recognition,5.61,proficient,28,50,0,0,1,0
stu_1780967494964_3113,test_1781091763213_4cfhvjq,completed_original,full_assessment,arithmetic_fluency,5.67,proficient,33,96,1,0,0,0.9033232628398792
stu_1780967494964_3113,test_1781091763213_4cfhvjq,completed_original,full_assessment,number_sense,5.67,proficient,33,94,1,0,0,0.8769230769230769
stu_1780967494964_3113,test_1781091763213_4cfhvjq,completed_original,full_assessment,sequential_thinking,5.67,proficient,33,99,1,0,0,0.9781818181818182
stu_1780967494964_3113,test_1781091763213_4cfhvjq,completed_original,full_assessment,comparison_skill,5.67,proficient,33,100,1,0,0,0
stu_1780967494964_3113,test_1781091763213_4cfhvjq,completed_original,full_assessment,visual_matching,5.67,proficient,33,96,1,0,0,0.9
stu_1780967494964_3113,test_1781091763213_4cfhvjq,completed_original,full_assessment,audio_recognition,5.67,proficient,33,50,0,0,1,0
stu_1780967494964_3113,test_1781093235410_7hlnif4,completed_original,full_assessment,arithmetic_fluency,1,emerging,7,100,1,0,0,0
stu_1780967494964_3113,test_1781093235410_7hlnif4,completed_original,full_assessment,number_sense,1,emerging,7,46,1,0.14418604651162792,0.6457142857142857,0
stu_1780967494964_3113,test_1781093235410_7hlnif4,completed_original,full_assessment,sequential_thinking,1,emerging,7,50,0,0,1,0
stu_1780967494964_3113,test_1781093235410_7hlnif4,completed_original,full_assessment,comparison_skill,1,emerging,7,50,0,0,1,0
stu_1780967494964_3113,test_1781093235410_7hlnif4,completed_original,full_assessment,visual_matching,1,emerging,7,50,0,0,1,0
stu_1780967494964_3113,test_1781093235410_7hlnif4,completed_original,full_assessment,audio_recognition,1,emerging,7,50,0,0,1,0
stu_1780967494964_3113,test_1781094588909_etc7w2i,completed_original,full_assessment,arithmetic_fluency,1,emerging,26,100,1,0,0,0
stu_1780967494964_3113,test_1781094588909_etc7w2i,completed_original,full_assessment,number_sense,1,emerging,26,100,1,0,0,0
stu_1780967494964_3113,test_1781094588909_etc7w2i,completed_original,full_assessment,sequential_thinking,1,emerging,26,100,1,0,0,0
stu_1780967494964_3113,test_1781094588909_etc7w2i,completed_original,full_assessment,comparison_skill,1,emerging,26,50,0,0,1,0
stu_1780967494964_3113,test_1781094588909_etc7w2i,completed_original,full_assessment,visual_matching,1,emerging,26,100,1,0,0,0
stu_1780967494964_3113,test_1781094588909_etc7w2i,completed_original,full_assessment,audio_recognition,1,emerging,26,50,0,0,1,0
stu_1780967760765_5855,test_1781051031467_d8q3s6i,completed_original,full_assessment,arithmetic_fluency,5.61,proficient,40,91,1,0,0,0.7824773413897281
stu_1780967760765_5855,test_1781051031467_d8q3s6i,completed_original,full_assessment,number_sense,5.61,proficient,40,82,1,0,0,0.6275862068965516
stu_1780967760765_5855,test_1781051031467_d8q3s6i,completed_original,full_assessment,sequential_thinking,5.61,proficient,40,87,1,0,0,0.7111111111111111
stu_1780967760765_5855,test_1781051031467_d8q3s6i,completed_original,full_assessment,comparison_skill,5.61,proficient,40,100,1,0,0,0
stu_1780967760765_5855,test_1781051031467_d8q3s6i,completed_original,full_assessment,visual_matching,5.61,proficient,40,100,1,0,0,0
stu_1780967760765_5855,test_1781051031467_d8q3s6i,completed_original,full_assessment,audio_recognition,5.61,proficient,40,50,0,0,1,0
stu_1780967760954_1871,test_1781051031467_d8q3s6i,completed_original,full_assessment,arithmetic_fluency,5,proficient,69,77,1,0,0,0.44410876132930516
stu_1780967760954_1871,test_1781051031467_d8q3s6i,completed_original,full_assessment,number_sense,5,proficient,69,88,1,0,0,0.7517241379310344
stu_1780967760954_1871,test_1781051031467_d8q3s6i,completed_original,full_assessment,sequential_thinking,5,proficient,69,100,1,0,0,0
stu_1780967760954_1871,test_1781051031467_d8q3s6i,completed_original,full_assessment,comparison_skill,5,proficient,69,90,1,0,0,0.8095238095238095
stu_1780967760954_1871,test_1781051031467_d8q3s6i,completed_original,full_assessment,visual_matching,5,proficient,69,100,1,0,0,0
stu_1780967760954_1871,test_1781051031467_d8q3s6i,completed_original,full_assessment,audio_recognition,5,proficient,69,50,0,0,1,0
stu_1780967760954_1871,test_1781091763213_4cfhvjq,partial,partial_assessment,arithmetic_fluency,1,emerging,34,30,1,0.488272921108742,0,0
stu_1780967760954_1871,test_1781091763213_4cfhvjq,partial,partial_assessment,number_sense,1,emerging,34,74,1,0,0,0.4666666666666667
stu_1780967760954_1871,test_1781091763213_4cfhvjq,partial,partial_assessment,sequential_thinking,1,emerging,34,94,1,0,0,0.869090909090909
stu_1780967760954_1871,test_1781091763213_4cfhvjq,partial,partial_assessment,comparison_skill,1,emerging,34,100,1,0,0,0
stu_1780967760954_1871,test_1781091763213_4cfhvjq,partial,partial_assessment,visual_matching,1,emerging,34,100,1,0,0,0
stu_1780967760954_1871,test_1781091763213_4cfhvjq,partial,partial_assessment,audio_recognition,1,emerging,34,50,0,0,1,0
stu_1780967760954_1871,test_1781093235410_7hlnif4,completed_original,full_assessment,arithmetic_fluency,1,emerging,7,100,1,0,0,0
stu_1780967760954_1871,test_1781093235410_7hlnif4,completed_original,full_assessment,number_sense,1,emerging,7,6,1,0.8883720930232558,0,0
stu_1780967760954_1871,test_1781093235410_7hlnif4,completed_original,full_assessment,sequential_thinking,1,emerging,7,50,0,0,1,0
stu_1780967760954_1871,test_1781093235410_7hlnif4,completed_original,full_assessment,comparison_skill,1,emerging,7,50,0,0,1,0
stu_1780967760954_1871,test_1781093235410_7hlnif4,completed_original,full_assessment,visual_matching,1,emerging,7,50,0,0,1,0
stu_1780967760954_1871,test_1781093235410_7hlnif4,completed_original,full_assessment,audio_recognition,1,emerging,7,50,0,0,1,0
stu_1780967760954_1871,test_1781094588909_etc7w2i,completed_original,full_assessment,arithmetic_fluency,1,emerging,28,78,1,0,0,0.46827794561933533
stu_1780967760954_1871,test_1781094588909_etc7w2i,completed_original,full_assessment,number_sense,1,emerging,28,100,1,0,0,0
stu_1780967760954_1871,test_1781094588909_etc7w2i,completed_original,full_assessment,sequential_thinking,1,emerging,28,100,1,0,0,0
stu_1780967760954_1871,test_1781094588909_etc7w2i,completed_original,full_assessment,comparison_skill,1,emerging,28,50,0,0,1,0
stu_1780967760954_1871,test_1781094588909_etc7w2i,completed_original,full_assessment,visual_matching,1,emerging,28,100,1,0,0,0
stu_1780967760954_1871,test_1781094588909_etc7w2i,completed_original,full_assessment,audio_recognition,1,emerging,28,50,0,0,1,0
stu_1780967761139_4648,test_1780996897356_kspg977,completed_original,full_assessment,arithmetic_fluency,5.02,proficient,51,84,1,0,0,0.6132930513595166
stu_1780967761139_4648,test_1780996897356_kspg977,completed_original,full_assessment,number_sense,5.02,proficient,51,97,1,0,0,0.94
stu_1780967761139_4648,test_1780996897356_kspg977,completed_original,full_assessment,sequential_thinking,5.02,proficient,51,64,1,0,0.56,0.16923076923076913
stu_1780967761139_4648,test_1780996897356_kspg977,completed_original,full_assessment,comparison_skill,5.02,proficient,51,100,1,0,0,0
stu_1780967761139_4648,test_1780996897356_kspg977,completed_original,full_assessment,visual_matching,5.02,proficient,51,90,1,0,0,0.7777777777777778
stu_1780967761139_4648,test_1780996897356_kspg977,completed_original,full_assessment,audio_recognition,5.02,proficient,51,100,1,0,0,0
stu_1780967761139_4648,test_1781051031467_d8q3s6i,completed_original,full_assessment,arithmetic_fluency,5.6,proficient,39,91,1,0,0,0.7824773413897281
stu_1780967761139_4648,test_1781051031467_d8q3s6i,completed_original,full_assessment,number_sense,5.6,proficient,39,98,1,0,0,0.9586206896551724
stu_1780967761139_4648,test_1781051031467_d8q3s6i,completed_original,full_assessment,sequential_thinking,5.6,proficient,39,74,1,0,0,0.4222222222222222
stu_1780967761139_4648,test_1781051031467_d8q3s6i,completed_original,full_assessment,comparison_skill,5.6,proficient,39,100,1,0,0,0
stu_1780967761139_4648,test_1781051031467_d8q3s6i,completed_original,full_assessment,visual_matching,5.6,proficient,39,100,1,0,0,0
stu_1780967761139_4648,test_1781051031467_d8q3s6i,completed_original,full_assessment,audio_recognition,5.6,proficient,39,50,0,0,1,0
stu_1780967761139_4648,test_1781093235410_7hlnif4,completed_original,full_assessment,arithmetic_fluency,1,emerging,12,100,1,0,0,0
stu_1780967761139_4648,test_1781093235410_7hlnif4,completed_original,full_assessment,number_sense,1,emerging,12,66,1,0,0.32413793103448274,0.2648648648648649
stu_1780967761139_4648,test_1781093235410_7hlnif4,completed_original,full_assessment,sequential_thinking,1,emerging,12,50,0,0,1,0
stu_1780967761139_4648,test_1781093235410_7hlnif4,completed_original,full_assessment,comparison_skill,1,emerging,12,50,0,0,1,0
stu_1780967761139_4648,test_1781093235410_7hlnif4,completed_original,full_assessment,visual_matching,1,emerging,12,50,0,0,1,0
stu_1780967761139_4648,test_1781093235410_7hlnif4,completed_original,full_assessment,audio_recognition,1,emerging,12,50,0,0,1,0
stu_1780967877464_7804,test_1781051031467_d8q3s6i,completed_original,full_assessment,arithmetic_fluency,1,emerging,34,100,1,0,0,0
stu_1780967877464_7804,test_1781051031467_d8q3s6i,completed_original,full_assessment,number_sense,1,emerging,34,100,1,0,0,0
stu_1780967877464_7804,test_1781051031467_d8q3s6i,completed_original,full_assessment,sequential_thinking,1,emerging,34,100,1,0,0,0
stu_1780967877464_7804,test_1781051031467_d8q3s6i,completed_original,full_assessment,comparison_skill,1,emerging,34,100,1,0,0,0
stu_1780967877464_7804,test_1781051031467_d8q3s6i,completed_original,full_assessment,visual_matching,1,emerging,34,100,1,0,0,0
stu_1780967877464_7804,test_1781051031467_d8q3s6i,completed_original,full_assessment,audio_recognition,1,emerging,34,50,0,0,1,0
stu_1780967877464_7804,test_1781091763213_4cfhvjq,partial,partial_assessment,arithmetic_fluency,3,developing,20,56,1,0.04477611940298507,0.8920308483290489,0
stu_1780967877464_7804,test_1781091763213_4cfhvjq,partial,partial_assessment,number_sense,3,developing,20,56,1,0,0.7548387096774194,0.09743589743589744
stu_1780967877464_7804,test_1781091763213_4cfhvjq,partial,partial_assessment,sequential_thinking,3,developing,20,61,1,0,0.6186046511627907,0.149090909090909
stu_1780967877464_7804,test_1781091763213_4cfhvjq,partial,partial_assessment,comparison_skill,3,developing,20,100,1,0,0,0
stu_1780967877464_7804,test_1781091763213_4cfhvjq,partial,partial_assessment,visual_matching,3,developing,20,75,1,0,0,0.375
stu_1780967877464_7804,test_1781091763213_4cfhvjq,partial,partial_assessment,audio_recognition,3,developing,20,50,0,0,1,0
