student_id,assessment_id,assessment_status,weakness_type,mistake_type,skill,game_type,supporting_item_count,operation,skill_subtype,question_type,format,num_digits,complexity_level,difficulty_zone,examples,expected,given,operations_expected,operations_used
stu_1780967494580_4312,test_1780996897356_kspg977,completed_original,WrongAnswer,IncorrectValues,Decomposition,decompose_number,1,,,Decomposition,Visual,3,medium,,,,,,
stu_1780967494580_4312,test_1780996897356_kspg977,completed_original,WrongAnswer,IncorrectValues,Decomposition,decompose_number,1,,,Decomposition,Visual,2,easy,,,,,,
stu_1780967494580_4312,test_1780996897356_kspg977,completed_original,WrongAnswer,IncorrectValues,Decomposition,decompose_number,1,,,Decomposition,Visual,2,easy,,,,,,
stu_1780967494580_4312,test_1780996897356_kspg977,completed_original,,MissingPrevious,PreviousNumber,find_previous_next_number,2,,,PreviousNumber,,,,,"[490,749]",,,,
stu_1780967494580_4312,test_1780996897356_kspg977,completed_original,,TensTransitionMistake,,find_previous_next_number,2,,,,,,,,"[490,749]",,,,
stu_1780967494580_4312,test_1780996897356_kspg977,completed_original,,RangeUncertainty,,find_previous_next_number,1,,,,,,,850-859,[857],,,,
stu_1780967494580_4312,test_1780996897356_kspg977,completed_original,,RangeUncertainty,,find_previous_next_number,1,,,,,,,900-909,[904],,,,
stu_1780967494580_4312,test_1780996897356_kspg977,completed_original,,RangeUncertainty,,find_previous_next_number,1,,,,,,,490-499,[490],,,,
stu_1780967494580_4312,test_1780996897356_kspg977,completed_original,,RangeUncertainty,,find_previous_next_number,1,,,,,,,740-749,[749],,,,
stu_1780967494580_4312,test_1780996897356_kspg977,completed_original,,RangeUncertainty,,find_previous_next_number,1,,,,,,,40-49,[46],,,,
stu_1780967494580_4312,test_1780996897356_kspg977,completed_original,,RangeUncertainty,,find_previous_next_number,1,,,,,,,10-19,[16],,,,
stu_1780967494580_4312,test_1780996897356_kspg977,completed_original,,RangeUncertainty,,find_previous_next_number,1,,,,,,,20-29,[26],,,,
stu_1780967494580_4312,test_1780996897356_kspg977,completed_original,,RangeUncertainty,,find_previous_next_number,1,,,,,,,90-99,[96],,,,
stu_1780967494580_4312,test_1780996897356_kspg977,completed_original,WrongAnswer,,AdditionWithCarry,vertical_operations,1,Addition,AdditionWithCarry,,Vertical,2,easy,,,,,,
stu_1780967494580_4312,test_1780996897356_kspg977,completed_original,WrongAnswer,,SubtractionWithBorrow,vertical_operations,1,Subtraction,SubtractionWithBorrow,,Vertical,2,easy,,,,,,
stu_1780967494580_4312,test_1780996897356_kspg977,completed_original,WrongAnswer,,SimpleSubtraction,vertical_operations,2,Subtraction,SimpleSubtraction,,Vertical,1,very-easy,,,,,,
stu_1780967494580_4312,test_1780996897356_kspg977,completed_original,WrongAnswer,,AdditionWithCarry,vertical_operations,1,Addition,AdditionWithCarry,,Vertical,1,easy,,,,,,
stu_1780967494580_4312,test_1780996897356_kspg977,completed_original,,DigitLengthMistake,NumberRecognitionByAudio,what_number_do_you_hear,1,,,NumberRecognitionByAudio,,,,,[88],,,,
stu_1780967494580_4312,test_1780996897356_kspg977,completed_original,,DigitLengthMistake,NumberRecognitionByAudio,what_number_do_you_hear,1,,,NumberRecognitionByAudio,,,,,[5],,,,
stu_1780967494580_4312,test_1780996897356_kspg977,completed_original,,DigitLengthMistake,NumberRecognitionByAudio,what_number_do_you_hear,1,,,NumberRecognitionByAudio,,,,,[0],,,,
stu_1780967494580_4312,test_1781051031467_d8q3s6i,completed_original,WrongAnswer,MisidentifiedOperation,OneStepProblem,choose_answer,1,,,OneStepProblem,Horizontal,2,easy,,,,,"[""Subtraction""]","[""Addition""]"
stu_1780967494580_4312,test_1781051031467_d8q3s6i,completed_original,,RangeUncertainty,,find_previous_next_number,1,,,,,,,290-299,[292],,,,
stu_1780967494580_4312,test_1781051031467_d8q3s6i,completed_original,WrongAnswer,,SubtractionWithBorrow,vertical_operations,1,Subtraction,SubtractionWithBorrow,,Vertical,2,very-easy,,,,,,
stu_1780967494580_4312,test_1781051031467_d8q3s6i,completed_original,WrongAnswer,,AdditionWithCarry,vertical_operations,1,Addition,AdditionWithCarry,,Vertical,2,medium,,,,,,
stu_1780967494580_4312,test_1781093235410_7hlnif4,completed_original,WrongAnswer,,reading_numbers_ar,read_number_aloud,4,,reading_numbers_ar,ReadingNumbersAloud,Audio,,,,,,,,
stu_1780967494580_4312,test_1781093235410_7hlnif4,completed_original,WrongAnswer,,two_digit_number_names_ar,read_number_aloud,3,,two_digit_number_names_ar,ReadingNumbersAloud,Audio,,,,,,,,
stu_1780967494580_4312,test_1781093235410_7hlnif4,completed_original,WrongAnswer,,SubtractionWithBorrow,vertical_operations,1,Subtraction,SubtractionWithBorrow,,Vertical,2,easy,,,,,,
stu_1780967494776_5259,test_1780996897356_kspg977,completed_original,,RangeUncertainty,,find_previous_next_number,1,,,,,,,520-529,[524],,,,
stu_1780967494776_5259,test_1780996897356_kspg977,completed_original,,RangeUncertainty,,find_previous_next_number,1,,,,,,,590-599,[595],,,,
stu_1780967494776_5259,test_1780996897356_kspg977,completed_original,,RangeUncertainty,,find_previous_next_number,1,,,,,,,240-249,[247],,,,
stu_1780967494776_5259,test_1780996897356_kspg977,completed_original,,RangeUncertainty,,find_previous_next_number,1,,,,,,,920-929,[923],,,,
stu_1780967494776_5259,test_1780996897356_kspg977,completed_original,WrongAnswer,,SimpleAddition,vertical_operations,1,Addition,SimpleAddition,,Vertical,2,easy,,,,,,
stu_1780967494776_5259,test_1781051031467_d8q3s6i,completed_original,WrongAnswer,ComputationError,OneStepProblem,choose_answer,1,,,OneStepProblem,Horizontal,2,easy,,,,,"[""Subtraction""]","[""Subtraction""]"
stu_1780967494776_5259,test_1781051031467_d8q3s6i,completed_original,,RangeUncertainty,,find_previous_next_number,1,,,,,,,920-929,[923],,,,
stu_1780967494776_5259,test_1781051031467_d8q3s6i,completed_original,,RangeUncertainty,,find_previous_next_number,1,,,,,,,40-49,[42],,,,
stu_1780967494776_5259,test_1781051031467_d8q3s6i,completed_original,WrongAnswer,ReversedDescending,Ordering,order_numbers,2,,,Ordering,Visual,3,hard,,,,,,
stu_1780967494776_5259,test_1781051031467_d8q3s6i,completed_original,WrongAnswer,ReversedDescending,Ordering,order_numbers,1,,,Ordering,Visual,3,hard,,,,,,
stu_1780967494776_5259,test_1781051031467_d8q3s6i,completed_original,WrongAnswer,ReversedAscending,Ordering,order_numbers,2,,,Ordering,Visual,3,hard,,,,,,
stu_1780967494776_5259,test_1781051031467_d8q3s6i,completed_original,WrongAnswer,ReversedAscending,Ordering,order_numbers,1,,,Ordering,Visual,3,hard,,,,,,
stu_1780967494776_5259,test_1781051031467_d8q3s6i,completed_original,WrongAnswer,,AdditionWithCarry,vertical_operations,1,Addition,AdditionWithCarry,,Vertical,2,medium,,,,,,
stu_1780967494776_5259,test_1781089532764_fckxbu0,completed_original,,RangeUncertainty,,find_previous_next_number,1,,,,,,,890-899,[897],,,,
stu_1780967494776_5259,test_1781089532764_fckxbu0,completed_original,,RangeUncertainty,,find_previous_next_number,1,,,,,,,790-799,[790],,,,
stu_1780967494776_5259,test_1781089532764_fckxbu0,completed_original,WrongAnswer,,AdditionWithCarry,vertical_operations,1,Addition,AdditionWithCarry,,Vertical,2,easy,,,,,,
stu_1780967494776_5259,test_1781091763213_4cfhvjq,completed_original,,RangeUncertainty,,find_previous_next_number,1,,,,,,,690-699,[695],,,,
stu_1780967494776_5259,test_1781091763213_4cfhvjq,completed_original,WrongAnswer,ReversedDescending,Ordering,order_numbers,1,,,Ordering,Visual,3,hard,,,,,,
stu_1780967494776_5259,test_1781091763213_4cfhvjq,completed_original,WrongAnswer,MultipleMisplacements,Ordering,order_numbers,1,,,Ordering,Visual,3,hard,,,,,,
stu_1780967494776_5259,test_1781091763213_4cfhvjq,completed_original,WrongAnswer,,AdditionWithCarry,vertical_operations,1,Addition,AdditionWithCarry,,Vertical,2,easy,,,,,,
stu_1780967494776_5259,test_1781093235410_7hlnif4,completed_original,WrongAnswer,,reading_numbers_ar,read_number_aloud,5,,reading_numbers_ar,ReadingNumbersAloud,Audio,,,,,,,,
stu_1780967494776_5259,test_1781093235410_7hlnif4,completed_original,WrongAnswer,,two_digit_number_names_ar,read_number_aloud,2,,two_digit_number_names_ar,ReadingNumbersAloud,Audio,,,,,,,,
stu_1780967494776_5259,test_1781093235410_7hlnif4,completed_original,WrongAnswer,,AdditionWithCarry,vertical_operations,1,Addition,AdditionWithCarry,,Vertical,2,easy,,,,,,
stu_1780967494964_3113,test_1780996897356_kspg977,completed_original,,RangeUncertainty,,find_previous_next_number,1,,,,,,,750-759,[755],,,,
stu_1780967494964_3113,test_1780996897356_kspg977,completed_original,,RangeUncertainty,,find_previous_next_number,1,,,,,,,840-849,[840],,,,
stu_1780967494964_3113,test_1780996897356_kspg977,completed_original,,RangeUncertainty,,find_previous_next_number,1,,,,,,,240-249,[240],,,,
stu_1780967494964_3113,test_1780996897356_kspg977,completed_original,,RangeUncertainty,,find_previous_next_number,1,,,,,,,870-879,[876],,,,
stu_1780967494964_3113,test_1780996897356_kspg977,completed_original,,DigitLengthMistake,NumberRecognitionByAudio,what_number_do_you_hear,1,,,NumberRecognitionByAudio,,,,,[0],,,,
stu_1780967494964_3113,test_1781051031467_d8q3s6i,completed_original,,RangeUncertainty,,find_previous_next_number,1,,,,,,,880-889,[887],,,,
stu_1780967494964_3113,test_1781051031467_d8q3s6i,completed_original,,RangeUncertainty,,find_previous_next_number,1,,,,,,,310-319,[314],,,,
stu_1780967494964_3113,test_1781089532764_fckxbu0,completed_original,,RangeUncertainty,,find_previous_next_number,1,,,,,,,770-779,[774],,,,
stu_1780967494964_3113,test_1781089532764_fckxbu0,completed_original,,RangeUncertainty,,find_previous_next_number,1,,,,,,,510-519,[518],,,,
stu_1780967494964_3113,test_1781091763213_4cfhvjq,completed_original,WrongAnswer,IncorrectValues,Decomposition,decompose_number,1,,,Decomposition,Visual,3,medium,,,,,,
stu_1780967494964_3113,test_1781091763213_4cfhvjq,completed_original,,RangeUncertainty,,find_previous_next_number,1,,,,,,,430-439,[434],,,,
stu_1780967494964_3113,test_1781091763213_4cfhvjq,completed_original,,RangeUncertainty,,find_previous_next_number,1,,,,,,,240-249,[245],,,,
stu_1780967494964_3113,test_1781093235410_7hlnif4,completed_original,WrongAnswer,,reading_numbers_ar,read_number_aloud,3,,reading_numbers_ar,ReadingNumbersAloud,Audio,,,,,,,,
stu_1780967494964_3113,test_1781093235410_7hlnif4,completed_original,WrongAnswer,,two_digit_number_names_ar,read_number_aloud,2,,two_digit_number_names_ar,ReadingNumbersAloud,Audio,,,,,,,,
stu_1780967494964_3113,test_1781094588909_etc7w2i,completed_original,,RangeUncertainty,,find_previous_next_number,1,,,,,,,860-869,[865],,,,
stu_1780967494964_3113,test_1781094588909_etc7w2i,completed_original,,RangeUncertainty,,find_previous_next_number,1,,,,,,,810-819,[814],,,,
stu_1780967760765_5855,test_1781051031467_d8q3s6i,completed_original,WrongAnswer,ComputationError,OneStepProblem,choose_answer,1,,,OneStepProblem,Horizontal,2,easy,,,,,"[""Subtraction""]","[""Subtraction""]"
stu_1780967760765_5855,test_1781051031467_d8q3s6i,completed_original,,MissingNext,NextNumber,find_previous_next_number,4,,,NextNumber,,,,,"[329,329,329,329]",,,,
stu_1780967760765_5855,test_1781051031467_d8q3s6i,completed_original,,TensTransitionMistake,,find_previous_next_number,4,,,,,,,,"[329,329,329,329]",,,,
stu_1780967760765_5855,test_1781051031467_d8q3s6i,completed_original,,RangeUncertainty,,find_previous_next_number,1,,,,,,,690-699,[694],,,,
stu_1780967760765_5855,test_1781051031467_d8q3s6i,completed_original,,AboveThresholdWeakness,,find_previous_next_number,4,,,,,,,,"[329,329,329,329]",,,,
stu_1780967760765_5855,test_1781051031467_d8q3s6i,completed_original,WrongAnswer,,SubtractionWithBorrow,vertical_operations,1,Subtraction,SubtractionWithBorrow,,Vertical,2,very-easy,,,,,,
stu_1780967760765_5855,test_1781051031467_d8q3s6i,completed_original,WrongAnswer,,AdditionWithCarry,vertical_operations,1,Addition,AdditionWithCarry,,Vertical,2,easy,,,,,,
stu_1780967760765_5855,test_1781051031467_d8q3s6i,completed_original,,RepeatedWritingMistake,NumberToWord,write_number_in_letters,3,,,NumberToWord,,3,,,,"[""مئتان"",""و"",""ستة"",""و"",""خمسون""]",,,
stu_1780967760954_1871,test_1781051031467_d8q3s6i,completed_original,,RangeUncertainty,,find_previous_next_number,1,,,,,,,110-119,[115],,,,
stu_1780967760954_1871,test_1781051031467_d8q3s6i,completed_original,,RangeUncertainty,,find_previous_next_number,1,,,,,,,450-459,[451],,,,
stu_1780967760954_1871,test_1781051031467_d8q3s6i,completed_original,WrongAnswer,,SimpleSubtraction,vertical_operations,1,Subtraction,SimpleSubtraction,,Vertical,2,easy,,,,,,
stu_1780967760954_1871,test_1781091763213_4cfhvjq,partial,,RangeUncertainty,,find_previous_next_number,1,,,,,,,460-469,[468],,,,
stu_1780967760954_1871,test_1781091763213_4cfhvjq,partial,,RangeUncertainty,,find_previous_next_number,1,,,,,,,260-269,[262],,,,
stu_1780967760954_1871,test_1781091763213_4cfhvjq,partial,,RangeUncertainty,,find_previous_next_number,2,,,,,,,40-49,"[45,40]",,,,
stu_1780967760954_1871,test_1781093235410_7hlnif4,completed_original,WrongAnswer,,reading_numbers_ar,read_number_aloud,5,,reading_numbers_ar,ReadingNumbersAloud,Audio,,,,,,,,
stu_1780967760954_1871,test_1781093235410_7hlnif4,completed_original,WrongAnswer,,two_digit_number_names_ar,read_number_aloud,1,,two_digit_number_names_ar,ReadingNumbersAloud,Audio,,,,,,,,
stu_1780967760954_1871,test_1781094588909_etc7w2i,completed_original,,RangeUncertainty,,find_previous_next_number,1,,,,,,,400-409,[407],,,,
stu_1780967760954_1871,test_1781094588909_etc7w2i,completed_original,,RangeUncertainty,,find_previous_next_number,1,,,,,,,370-379,[373],,,,
stu_1780967760954_1871,test_1781094588909_etc7w2i,completed_original,,RangeUncertainty,,find_previous_next_number,1,,,,,,,60-69,[69],,,,
stu_1780967760954_1871,test_1781094588909_etc7w2i,completed_original,,RangeUncertainty,,find_previous_next_number,1,,,,,,,70-79,[77],,,,
stu_1780967760954_1871,test_1781094588909_etc7w2i,completed_original,WrongAnswer,,SimpleSubtraction,vertical_operations,2,Subtraction,SimpleSubtraction,,Vertical,2,easy,,,,,,
stu_1780967761139_4648,test_1780996897356_kspg977,completed_original,WrongAnswer,ComputationError,OneStepProblem,choose_answer,1,,,OneStepProblem,Horizontal,2,medium,,,,,"[""Subtraction""]","[""Subtraction""]"
stu_1780967761139_4648,test_1780996897356_kspg977,completed_original,,RangeUncertainty,,find_previous_next_number,1,,,,,,,410-419,[416],,,,
stu_1780967761139_4648,test_1780996897356_kspg977,completed_original,,RangeUncertainty,,find_previous_next_number,1,,,,,,,730-739,[736],,,,
stu_1780967761139_4648,test_1780996897356_kspg977,completed_original,,RangeUncertainty,,find_previous_next_number,1,,,,,,,560-569,[563],,,,
stu_1780967761139_4648,test_1780996897356_kspg977,completed_original,,RangeUncertainty,,find_previous_next_number,1,,,,,,,80-89,[84],,,,
stu_1780967761139_4648,test_1780996897356_kspg977,completed_original,WrongAnswer,ReversedAscending,Ordering,order_numbers,2,,,Ordering,Visual,3,hard,,,,,,
stu_1780967761139_4648,test_1780996897356_kspg977,completed_original,WrongAnswer,ReversedAscending,Ordering,order_numbers,2,,,Ordering,Visual,3,hard,,,,,,
stu_1780967761139_4648,test_1780996897356_kspg977,completed_original,WrongAnswer,ReversedAscending,Ordering,order_numbers,2,,,Ordering,Visual,3,hard,,,,,,
stu_1780967761139_4648,test_1780996897356_kspg977,completed_original,WrongAnswer,ReversedAscending,Ordering,order_numbers,2,,,Ordering,Visual,3,hard,,,,,,
stu_1780967761139_4648,test_1780996897356_kspg977,completed_original,WrongAnswer,ReversedAscending,Ordering,order_numbers,2,,,Ordering,Visual,3,hard,,,,,,
stu_1780967761139_4648,test_1780996897356_kspg977,completed_original,WrongAnswer,ReversedAscending,Ordering,order_numbers,2,,,Ordering,Visual,3,hard,,,,,,
stu_1780967761139_4648,test_1780996897356_kspg977,completed_original,WrongAnswer,ReversedAscending,Ordering,order_numbers,2,,,Ordering,Visual,3,hard,,,,,,
stu_1780967761139_4648,test_1780996897356_kspg977,completed_original,WrongAnswer,ReversedAscending,Ordering,order_numbers,2,,,Ordering,Visual,3,hard,,,,,,
stu_1780967761139_4648,test_1781051031467_d8q3s6i,completed_original,WrongAnswer,ComputationError,OneStepProblem,choose_answer,1,,,OneStepProblem,Horizontal,2,easy,,,,,"[""Subtraction""]","[""Subtraction""]"
stu_1780967761139_4648,test_1781051031467_d8q3s6i,completed_original,WrongAnswer,MisidentifiedOperation,OneStepProblem,choose_answer,1,,,OneStepProblem,Horizontal,2,easy,,,,,"[""Addition""]","[""Subtraction""]"
stu_1780967761139_4648,test_1781051031467_d8q3s6i,completed_original,WrongAnswer,MisidentifiedOperation,OneStepProblem,choose_answer,1,,,OneStepProblem,Horizontal,1,very-easy,,,,,"[""Addition""]","[""Subtraction""]"
stu_1780967761139_4648,test_1781051031467_d8q3s6i,completed_original,,RangeUncertainty,,find_previous_next_number,1,,,,,,,890-899,[890],,,,
stu_1780967761139_4648,test_1781051031467_d8q3s6i,completed_original,,RangeUncertainty,,find_previous_next_number,1,,,,,,,790-799,[792],,,,
stu_1780967761139_4648,test_1781051031467_d8q3s6i,completed_original,WrongAnswer,ReversedAscending,Ordering,order_numbers,1,,,Ordering,Visual,3,hard,,,,,,
stu_1780967761139_4648,test_1781051031467_d8q3s6i,completed_original,WrongAnswer,ReversedAscending,Ordering,order_numbers,1,,,Ordering,Visual,3,hard,,,,,,
stu_1780967761139_4648,test_1781051031467_d8q3s6i,completed_original,WrongAnswer,MultipleMisplacements,Ordering,order_numbers,1,,,Ordering,Visual,3,hard,,,,,,
stu_1780967761139_4648,test_1781093235410_7hlnif4,completed_original,WrongAnswer,,reading_numbers_ar,read_number_aloud,4,,reading_numbers_ar,ReadingNumbersAloud,Audio,,,,,,,,
stu_1780967761139_4648,test_1781093235410_7hlnif4,completed_original,WrongAnswer,,two_digit_number_names_ar,read_number_aloud,2,,two_digit_number_names_ar,ReadingNumbersAloud,Audio,,,,,,,,
stu_1780967761139_4648,test_1781093235410_7hlnif4,completed_original,WrongAnswer,,pronunciation_or_parser_minor_ar,read_number_aloud,2,,pronunciation_or_parser_minor_ar,ReadingNumbersAloud,Audio,,,,,,,,
stu_1780967877464_7804,test_1781051031467_d8q3s6i,completed_original,WrongAnswer,ReversedSign,Comparison,compare_numbers,1,,,Comparison,Horizontal,3,medium,,,,,,
stu_1780967877464_7804,test_1781051031467_d8q3s6i,completed_original,,RangeUncertainty,,find_previous_next_number,1,,,,,,,800-809,[804],,,,
stu_1780967877464_7804,test_1781051031467_d8q3s6i,completed_original,,RangeUncertainty,,find_previous_next_number,1,,,,,,,200-209,[201],,,,
stu_1780967877464_7804,test_1781091763213_4cfhvjq,partial,,RangeUncertainty,,find_previous_next_number,1,,,,,,,0-9,[6],,,,
stu_1780967877464_7804,test_1781091763213_4cfhvjq,partial,,RangeUncertainty,,find_previous_next_number,1,,,,,,,620-629,[626],,,,
